report_id,audit_text,entities,category
RPT-1921,IEC 60034 Standard at Plant 3 passed quality checks based on standards defined in Boiler Unit B-07.,Plant 3; Boiler Unit B-07; IEC 60034 Standard,Safety Compliance
RPT-1922,Inspection report indicates ISO 50001 failed operational test at Zone A. Refer to Power Station Alpha for compliance.,Power Station Alpha; Zone A; ISO 50001,Safety Compliance
RPT-1923,Performance report of Cooling Tower in Plant 3 aligns with audit benchmarks from IEC 60034 Standard.,Cooling Tower; Plant 3; IEC 60034 Standard,Regulatory Violation
RPT-1924,Sector 12 showed efficiency losses in Transformer T-101. Suggested upgrade per Main Control Panel.,Transformer T-101; Sector 12; Main Control Panel,Regulatory Violation
RPT-1925,Cooling Tower recommends immediate shutdown of Power Station Alpha at Control Room due to critical faults.,Power Station Alpha; Control Room; Cooling Tower,Safety Compliance
RPT-1926,Inspection report indicates ISO 50001 failed operational test at Zone A. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; Zone A; ISO 50001,Regulatory Violation
RPT-1927,Performance report of HVAC System in Unit 5 aligns with audit benchmarks from Inverter I-90.,Inverter I-90; Unit 5; HVAC System,Energy Efficiency
RPT-1928,Boiler Unit B-07 recommends immediate shutdown of HVAC System at Sector 12 due to critical faults.,HVAC System; Sector 12; Boiler Unit B-07,Energy Efficiency
RPT-1929,Energy audit suggests that Cooling Tower is outdated. Replacement advised under Transformer T-101 guidelines.,Transformer T-101; Sector 12; Cooling Tower,System Upgrade
RPT-1930,Transformer T-101 recommends immediate shutdown of Boiler Unit B-07 at Plant 3 due to critical faults.,Transformer T-101; Plant 3; Boiler Unit B-07,Safety Compliance
RPT-1931,Control Room showed efficiency losses in Power Station Alpha. Suggested upgrade per ISO 50001.,Power Station Alpha; Control Room; ISO 50001,Safety Compliance
RPT-1932,Substation Delta showed efficiency losses in Cooling Tower. Suggested upgrade per Cooling Tower.,Cooling Tower; Substation Delta,System Upgrade
RPT-1933,"Audit highlights safety issues in Cooling Tower, violating IEC 60034 Standard. Maintenance is due within 30 days at Unit 5.",Unit 5; Cooling Tower; IEC 60034 Standard,Energy Efficiency
RPT-1934,Performance report of Cooling Tower in Unit 5 aligns with audit benchmarks from HVAC System.,Unit 5; HVAC System; Cooling Tower,Maintenance Recommendation
RPT-1935,"Audit highlights safety issues in Power Station Alpha, violating Boiler Unit B-07. Maintenance is due within 30 days at Unit 5.",Power Station Alpha; Unit 5; Boiler Unit B-07,Maintenance Recommendation
RPT-1936,Inspection report indicates HVAC System failed operational test at Plant 3. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; HVAC System; Plant 3,System Upgrade
RPT-1937,Energy audit suggests that IEC 60034 Standard is outdated. Replacement advised under Load Balancer L-55 guidelines.,Load Balancer L-55; Plant 3; IEC 60034 Standard,System Upgrade
RPT-1938,Performance report of Power Station Alpha in Sector 12 aligns with audit benchmarks from Power Station Alpha.,Power Station Alpha; Sector 12,Energy Efficiency
RPT-1939,Plant 3 showed efficiency losses in Main Control Panel. Suggested upgrade per HVAC System.,HVAC System; Main Control Panel; Plant 3,System Upgrade
RPT-1940,Performance report of Boiler Unit B-07 in Unit 5 aligns with audit benchmarks from Transformer T-101.,Transformer T-101; Unit 5; Boiler Unit B-07,Safety Compliance
RPT-1941,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under Cooling Tower guidelines.,Power Station Alpha; Cooling Tower; Plant 3,Regulatory Violation
RPT-1942,"Audit highlights safety issues in ISO 50001, violating Main Control Panel. Maintenance is due within 30 days at Unit 5.",Unit 5; ISO 50001; Main Control Panel,Energy Efficiency
RPT-1943,Performance report of Transformer T-101 in Sector 12 aligns with audit benchmarks from HVAC System.,Transformer T-101; HVAC System; Sector 12,Energy Efficiency
RPT-1944,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under HVAC System guidelines.,Power Station Alpha; Unit 5; HVAC System,Maintenance Recommendation
RPT-1945,Inverter I-90 at Control Room passed quality checks based on standards defined in Transformer T-101.,Inverter I-90; Control Room; Transformer T-101,Safety Compliance
RPT-1946,Substation Delta showed efficiency losses in Load Balancer L-55. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Substation Delta,Energy Efficiency
RPT-1947,"Audit reveals Boiler Unit B-07 has exceeded permissible limits as per Inverter I-90, located in Zone A.",Inverter I-90; Zone A; Boiler Unit B-07,System Upgrade
RPT-1948,"Audit reveals ISO 50001 has exceeded permissible limits as per HVAC System, located in Control Room.",Control Room; HVAC System; ISO 50001,Regulatory Violation
RPT-1949,"Audit reveals Inverter I-90 has exceeded permissible limits as per IEC 60034 Standard, located in Substation Delta.",Inverter I-90; Substation Delta; IEC 60034 Standard,Regulatory Violation
RPT-1950,Performance report of Boiler Unit B-07 in Unit 5 aligns with audit benchmarks from Inverter I-90.,Inverter I-90; Unit 5; Boiler Unit B-07,Maintenance Recommendation
RPT-1951,Inspection report indicates Transformer T-101 failed operational test at Unit 5. Refer to Cooling Tower for compliance.,Transformer T-101; Unit 5; Cooling Tower,Maintenance Recommendation
RPT-1952,Substation Delta showed efficiency losses in Inverter I-90. Suggested upgrade per Cooling Tower.,Inverter I-90; Cooling Tower; Substation Delta,Maintenance Recommendation
RPT-1953,Unit 5 showed efficiency losses in Power Station Alpha. Suggested upgrade per Boiler Unit B-07.,Power Station Alpha; Unit 5; Boiler Unit B-07,Energy Efficiency
RPT-1954,Routine audit of Inverter I-90 confirms adherence to Main Control Panel. No corrective measures required.,Inverter I-90; Zone A; Main Control Panel,System Upgrade
RPT-1955,"Audit reveals Transformer T-101 has exceeded permissible limits as per HVAC System, located in Plant 3.",Transformer T-101; HVAC System; Plant 3,Energy Efficiency
RPT-1956,Transformer T-101 recommends immediate shutdown of ISO 50001 at Control Room due to critical faults.,Transformer T-101; Control Room; ISO 50001,Energy Efficiency
RPT-1957,Main Control Panel recommends immediate shutdown of Transformer T-101 at Unit 5 due to critical faults.,Transformer T-101; Unit 5; Main Control Panel,Maintenance Recommendation
RPT-1958,HVAC System recommends immediate shutdown of Main Control Panel at Sector 12 due to critical faults.,HVAC System; Sector 12; Main Control Panel,Energy Efficiency
RPT-1959,Power Station Alpha recommends immediate shutdown of Main Control Panel at Plant 3 due to critical faults.,Power Station Alpha; Main Control Panel; Plant 3,Safety Compliance
RPT-1960,Energy audit suggests that HVAC System is outdated. Replacement advised under Transformer T-101 guidelines.,Transformer T-101; HVAC System; Zone A,Regulatory Violation
RPT-1961,"Audit highlights safety issues in HVAC System, violating Inverter I-90. Maintenance is due within 30 days at Unit 5.",Inverter I-90; Unit 5; HVAC System,Energy Efficiency
RPT-1962,Energy audit suggests that Main Control Panel is outdated. Replacement advised under IEC 60034 Standard guidelines.,Zone A; Main Control Panel; IEC 60034 Standard,Maintenance Recommendation
RPT-1963,Zone A showed efficiency losses in Power Station Alpha. Suggested upgrade per Power Station Alpha.,Power Station Alpha; Zone A,Regulatory Violation
RPT-1964,Routine audit of ISO 50001 confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; Sector 12; ISO 50001,Energy Efficiency
RPT-1965,Sector 12 showed efficiency losses in HVAC System. Suggested upgrade per Inverter I-90.,Inverter I-90; HVAC System; Sector 12,System Upgrade
RPT-1966,IEC 60034 Standard recommends immediate shutdown of HVAC System at Substation Delta due to critical faults.,HVAC System; Substation Delta; IEC 60034 Standard,System Upgrade
RPT-1967,ISO 50001 at Plant 3 passed quality checks based on standards defined in Cooling Tower.,ISO 50001; Plant 3; Cooling Tower,Safety Compliance
RPT-1968,"Audit highlights safety issues in HVAC System, violating IEC 60034 Standard. Maintenance is due within 30 days at Sector 12.",HVAC System; Sector 12; IEC 60034 Standard,Regulatory Violation
RPT-1969,"Audit highlights safety issues in HVAC System, violating Inverter I-90. Maintenance is due within 30 days at Unit 5.",Inverter I-90; Unit 5; HVAC System,Safety Compliance
RPT-1970,Energy audit suggests that Inverter I-90 is outdated. Replacement advised under Cooling Tower guidelines.,Inverter I-90; Sector 12; Cooling Tower,Safety Compliance
RPT-1971,"Audit reveals Main Control Panel has exceeded permissible limits as per Cooling Tower, located in Substation Delta.",Cooling Tower; Main Control Panel; Substation Delta,System Upgrade
RPT-1972,Routine audit of Cooling Tower confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; Cooling Tower; Substation Delta,Maintenance Recommendation
RPT-1973,Cooling Tower recommends immediate shutdown of HVAC System at Control Room due to critical faults.,Control Room; HVAC System; Cooling Tower,Energy Efficiency
RPT-1974,Energy audit suggests that ISO 50001 is outdated. Replacement advised under Cooling Tower guidelines.,Zone A; ISO 50001; Cooling Tower,Energy Efficiency
RPT-1975,Inspection report indicates IEC 60034 Standard failed operational test at Sector 12. Refer to Inverter I-90 for compliance.,Inverter I-90; Sector 12; IEC 60034 Standard,Energy Efficiency
RPT-1976,The inspection of Main Control Panel at Plant 3 revealed non-compliance with Inverter I-90. Immediate action is recommended to avoid downtime.,Inverter I-90; Main Control Panel; Plant 3,Regulatory Violation
RPT-1977,"Audit reveals HVAC System has exceeded permissible limits as per Inverter I-90, located in Sector 12.",Inverter I-90; HVAC System; Sector 12,Regulatory Violation
RPT-1978,IEC 60034 Standard at Plant 3 passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Plant 3; IEC 60034 Standard,Energy Efficiency
RPT-1979,Main Control Panel at Plant 3 passed quality checks based on standards defined in ISO 50001.,ISO 50001; Main Control Panel; Plant 3,Safety Compliance
RPT-1980,"Audit highlights safety issues in Cooling Tower, violating Power Station Alpha. Maintenance is due within 30 days at Plant 3.",Power Station Alpha; Cooling Tower; Plant 3,Energy Efficiency
RPT-1981,Performance report of Power Station Alpha in Substation Delta aligns with audit benchmarks from Inverter I-90.,Power Station Alpha; Inverter I-90; Substation Delta,Regulatory Violation
RPT-1982,HVAC System at Zone A passed quality checks based on standards defined in Boiler Unit B-07.,HVAC System; Zone A; Boiler Unit B-07,Energy Efficiency
RPT-1983,Inspection report indicates Boiler Unit B-07 failed operational test at Sector 12. Refer to Load Balancer L-55 for compliance.,Load Balancer L-55; Sector 12; Boiler Unit B-07,Safety Compliance
RPT-1984,Energy audit suggests that HVAC System is outdated. Replacement advised under HVAC System guidelines.,HVAC System; Plant 3,Regulatory Violation
RPT-1985,Boiler Unit B-07 at Zone A passed quality checks based on standards defined in Power Station Alpha.,Power Station Alpha; Zone A; Boiler Unit B-07,Energy Efficiency
RPT-1986,Power Station Alpha at Unit 5 passed quality checks based on standards defined in Main Control Panel.,Power Station Alpha; Unit 5; Main Control Panel,Energy Efficiency
RPT-1987,Routine audit of Load Balancer L-55 confirms adherence to Load Balancer L-55. No corrective measures required.,Load Balancer L-55; Zone A,Energy Efficiency
RPT-1988,Zone A showed efficiency losses in ISO 50001. Suggested upgrade per ISO 50001.,Zone A; ISO 50001,Energy Efficiency
RPT-1989,The inspection of HVAC System at Control Room revealed non-compliance with Load Balancer L-55. Immediate action is recommended to avoid downtime.,Load Balancer L-55; HVAC System; Control Room,Maintenance Recommendation
RPT-1990,Performance report of ISO 50001 in Sector 12 aligns with audit benchmarks from ISO 50001.,Sector 12; ISO 50001,System Upgrade
RPT-1991,Boiler Unit B-07 recommends immediate shutdown of IEC 60034 Standard at Unit 5 due to critical faults.,Unit 5; Boiler Unit B-07; IEC 60034 Standard,Maintenance Recommendation
RPT-1992,Inspection report indicates Load Balancer L-55 failed operational test at Control Room. Refer to Power Station Alpha for compliance.,Power Station Alpha; Load Balancer L-55; Control Room,Regulatory Violation
RPT-1993,The inspection of Power Station Alpha at Sector 12 revealed non-compliance with Boiler Unit B-07. Immediate action is recommended to avoid downtime.,Power Station Alpha; Sector 12; Boiler Unit B-07,Safety Compliance
RPT-1994,Zone A showed efficiency losses in Main Control Panel. Suggested upgrade per Transformer T-101.,Transformer T-101; Zone A; Main Control Panel,Regulatory Violation
RPT-1995,The inspection of Cooling Tower at Substation Delta revealed non-compliance with Cooling Tower. Immediate action is recommended to avoid downtime.,Cooling Tower; Substation Delta,System Upgrade
RPT-1996,Routine audit of Boiler Unit B-07 confirms adherence to Transformer T-101. No corrective measures required.,Transformer T-101; Boiler Unit B-07; Substation Delta,System Upgrade
RPT-1997,Cooling Tower recommends immediate shutdown of Boiler Unit B-07 at Zone A due to critical faults.,Zone A; Cooling Tower; Boiler Unit B-07,Maintenance Recommendation
